"Aviakosmicheskaia I Ekologicheskaia Meditsina","Aviakosm Ekolog Med","",""
"Avian Diseases","Avian Dis","",""
"Aviation Space and Environmental Medicine","Aviat Space Environ Med","",""
"Baillieres Clinical Endocrinology and Metabolism","Baillieres Clin Endocrinol Metab","",""
"Baillieres Clinical Gastroenterology","Baillieres Clin Gastroenterol","",""
"Baillieres Clinical Haematology","Baillieres Clin Haematol","",""
"Baillieres Clinical Neurology","Baillieres Clin Neurol","",""
"Baillieres Clinical Obstetrics and Gynaecology","Baillieres Clin Obstet Gynaecol","",""
"Baillieres Clinical Rheumatology","Baillieres Clin Rheumatol","",""
"Bangladesh Medical Research Council Bulletin","Bangladesh Med Res Counc Bull","",""
"Basic Life Sciences","Basic Life Sci","",""
"Basic Research In Cardiology","Basic Res Cardiol","",""
"Behavior Genetics","Behav Genet","",""
"Behavior Modification","Behav Modif","",""
"Behavioral and Brain Sciences","Behav Brain Sci","",""
"Behavioral Medicine","Behav Med","",""
"Behavioral Neuroscience","Behav Neurosci","",""
"Behavioral Sciences and The Law","Behav Sci Law","",""
"Behaviour Research and Therapy","Behav Res Ther","",""
"Behavioural Brain Research","Behav Brain Res","",""
"Behavioural Pharmacology","Behav Pharmacol","",""
"Behring Institute Mitteilungen (Marburg/Lahn","Behring Inst Mitt","",""
"Beitrage Zur Gerichtlichen Medizin","Beitr Gerichtl Med","",""
"Beitrage Zur Infusionstherapie Und Transfusionsmedizin","Beitr Infusionsther Transfusionsmed","",""
"Berliner Und Munchener Tierarztliche Wochenschrift","Berl Munch Tierarztl Wochenschr","",""
"Bibliotheca Nutritio Et Dieta","Bibl Nutr Dieta","",""
"Biocell","Biocell","",""
"Biochemical and Biophysical Research Communications","Biochem Biophys Res Commun","",""
"Biochemical Genetics","Biochem Genet","",""
"Biochemical Journal","Biochem J","",""
"Biochemical Pharmacology","Biochem Pharmacol","",""
"Biochemical Society Symposia","Biochem Soc Symp","",""
"Biochemical Society Transactions","Biochem Soc Trans","",""
"Biochemistry","Biochemistry","",""
"Biochemistry","Biochemistry (Mosc)","",""
"Biochemistry and Cell Biology","Biochem Cell Biol","",""
"Biochemistry and Molecular Biology International","Biochem Mol Biol Int","",""
"Biochimica Et Biophysica Acta","Biochim Biophys Acta","",""
"Biochimie","Biochimie","",""
"Bioconjugate Chemistry","Bioconjug Chem","",""
"Bioelectromagnetics","Bioelectromagnetics","",""
"Bioessays","Bioessays","",""
"Biofactors","Biofactors","",""
"Biofizika","Biofizika","",""
"Bioinformatics","Bioinformatics","",""
"Biological Bulletin","Biol Bull","",""
"Biological Chemistry","Biol Chem","",""
"Biological Cybernetics","Biol Cybern","",""
"Biological and Pharmaceutical Bulletin","Biol Pharm Bull","",""
"Biological Psychiatry","Biol Psychiatry","",""
"Biological Psychology","Biol Psychol","",""
"Biological Research","Biol Res","",""
"Biological Reviews of The Cambridge Philosophical Society","Biol Rev Camb Philos Soc","",""
"Biological Signals","Biol Signals","",""
"Biological Trace Element Research","Biol Trace Elem Res","",""
"Biologicals","Biologicals","",""
"Biology of Blood and Marrow Transplantation","Biol Blood Marrow Transplant","",""
"Biology of The Cell","Biol Cell","",""
"Biology of The Neonate","Biol Neonate","",""
"Biology of Reproduction","Biol Reprod","",""
"Biomaterials","Biomaterials","",""
"Biomedical Chromatography","Biomed Chromatogr","",""
"Biomedical and Environmental Sciences","Biomed Environ Sci","",""
"Biomedical Instrumentation and Technology","Biomed Instrum Technol","",""
"Bio-Medical Materials and Engineering","Biomed Mater Eng","",""
"Biomedical Peptides, Proteins and Nucleic Acids","Biomed Pept Proteins Nucleic Acids","",""
"Biomedical Sciences Instrumentation","Biomed Sci Instrum","",""
"Biomedicine and Pharmacotherapy","Biomed Pharmacother","",""
"Biomedizinische Technik","Biomed Tech (Berl)","",""
"Biometals","Biometals","",""
"Biometrics","Biometrics","",""
"Bioorganic and Medicinal Chemistry","Bioorg Med Chem","",""
"Bioorganicheskaia Khimiia","Bioorg Khim","",""
"Biopharmaceutics and Drug Disposition","Biopharm Drug Dispos","",""
"Biophysical Chemistry","Biophys Chem","",""
"Biophysical Journal","Biophys J","",""
"Biopolymers","Biopolymers","",""
"Biorheology","Biorheology","",""
"Bioscience Reports","Biosci Rep","",""
"Biosensors and Bioelectronics","Biosens Bioelectron","",""
"Biosystems","Biosystems","",""
"Biotechnic and Histochemistry","Biotech Histochem","",""
"Biotechniques","Biotechniques","",""
"Biotechnology","Biotechnology","",""
"Biotechnology and Applied Biochemistry","Biotechnol Appl Biochem","",""
"Biotechnology and Genetic Engineering Reviews","Biotechnol Genet Eng Rev","",""
"Biotherapy","Biotherapy","",""
"Biulleten Eksperimentalnoi Biologii I Meditsiny","Biull Eksp Biol Med","",""
"BJR Supplement","BJR Suppl","",""
"Blood","Blood","",""
"Blood Cells, Molecules, and Diseases","Blood Cells Mol Dis","",""
"Blood Coagulation and Fibrinolysis","Blood Coagul Fibrinolysis","",""
"Blood Pressure","Blood Press","",""
"Blood Pressure. Supplement","Blood Press Suppl","",""
"Blood Purification","Blood Purif","",""
"Blood Reviews","Blood Rev","",""
"BMJ (Clinical Research Ed.)","BMJ","",""
"Boletin - Asociacion Medica de Puerto Rico","Bol Asoc Med P R","",""
"Boletin Chileno de Parasitologia","Bol Chil Parasitol","",""
"Boletin de Estudios Medicos Y Biologicos","Bol Estud Med Biol","",""
"Bollettino Chimico Farmaceutico","Boll Chim Farm","",""
"Bollettino - Societa Italiana Biologia Sperimentale","Boll Soc Ital Biol Sper","",""
"Bone","Bone","",""
"Bone Marrow Transplantation","Bone Marrow Transplant","",""
"Brain","Brain","",""
"Brain, Behavior and Evolution","Brain Behav Evol","",""
"Brain, Behavior, and Immunity","Brain Behav Immun","",""
"Brain and Cognition","Brain Cogn","",""
"Brain and Development","Brain Dev","",""
"Brain Injury","Brain Inj","",""
"Brain and Language","Brain Lang","",""
"Brain Pathology","Brain Pathol","",""
"Brain Research","Brain Res","",""
"Brain Research. Brain Research Protocols","Brain Res Brain Res Protoc","",""
"Brain Research. Brain Research Reviews","Brain Res Brain Res Rev","",""
"Brain Research Bulletin","Brain Res Bull","",""
"Brain Research. Cognitive Brain Research","Brain Res Cogn Brain Res","",""
"Brain Research. Developmental Brain Research","Brain Res Dev Brain Res","",""
"Brain Research. Molecular Brain Research","Brain Res Mol Brain Res","",""
"Brain Topography","Brain Topogr","",""
"Brain Tumor Pathology","Brain Tumor Pathol","",""
"Bratislavske Lekarske Listy","Bratisl Lek Listy","",""
"Brazilian Journal of Medical and Biological Research","Braz J Med Biol Res","",""
"Breast Cancer Research and Treatment","Breast Cancer Res Treat","",""
"British Dental Journal","Br Dent J","",""
"British Journal of Anaesthesia","Br J Anaesth","",""
"British Journal of Audiology","Br J Audiol","",""
"British Journal of Biomedical Science","Br J Biomed Sci","",""
"British Journal of Cancer","Br J Cancer","",""
"British Journal of Clinical Pharmacology","Br J Clin Pharmacol","",""
"British Journal of Clinical Psychology","Br J Clin Psychol","",""
"British Journal of Dermatology","Br J Dermatol","",""
"British Journal of Educational Psychology","Br J Educ Psychol","",""
"British Journal of General Practice","Br J Gen Pract","",""
"British Journal of Haematology","Br J Haematol","",""
"British Journal of Hospital Medicine","Br J Hosp Med","",""
"British Journal of Mathematical and Statistical Psychology","Br J Math Stat Psychol","",""
"British Journal of Medical Psychology","Br J Med Psychol","",""
"British Journal of Neurosurgery","Br J Neurosurg","",""
"British Journal of Nutrition","Br J Nutr","",""
"British Journal of Obstetrics and Gynaecology","Br J Obstet Gynaecol","",""
"British Journal of Ophthalmology","Br J Ophthalmol","",""
"British Journal of Oral and Maxillofacial Surgery","Br J Oral Maxillofac Surg","",""
"British Journal of Orthodontics","Br J Orthod","",""
"British Journal of Pharmacology","Br J Pharmacol","",""
"British Journal of Plastic Surgery","Br J Plast Surg","",""
"British Journal of Psychiatry","Br J Psychiatry","",""
"British Journal of Psychiatry. Supplement","Br J Psychiatry Suppl","",""
"British Journal of Psychology","Br J Psychol","",""
"British Journal of Radiology","Br J Radiol","",""
"British Journal of Rheumatology","Br J Rheumatol","",""
"British Journal of Social Psychology","Br J Soc Psychol","",""
"British Journal of Sociology","Br J Sociol","",""
"British Journal of Sports Medicine","Br J Sports Med","",""
"British Journal of Surgery","Br J Surg","",""
"British Journal of Urology","Br J Urol","",""
"British Medical Bulletin","Br Med Bull","",""
"British Poultry Science","Br Poult Sci","",""
"Bulletin de L Academie Nationale De Medecine","Bull Acad Natl Med","",""
"Bulletin de L Association Des Anatomistes","Bull Assoc Anat (Nancy)","",""
"Bulletin Du Cancer","Bull Cancer","",""
"Bulletin of Environmental Contamination and Toxicology","Bull Environ Contam Toxicol","",""
"Bulletin Du Groupement International Pour la Recherche Scientifique En Stomatologie Et Odontologie","Bull Group Int Rech Sci Stomatol Odontol","",""
"Bulletin of The History Of Medicine","Bull Hist Med","",""
"Bulletin / Hospital For Joint Diseases","Bull Hosp Jt Dis","",""
"Bulletin of The Institute Of Maritime and Tropical Medicine In Gdynia","Bull Inst Marit Trop Med Gdynia","",""
"Bulletin of Mathematical Biology","Bull Math Biol","",""
"Bulletin of The Medical Library Association","Bull Med Libr Assoc","",""
"Bulletin Et Memoires de L Academie Royale De Medecine De Belgique","Bull Mem Acad R Med Belg","",""
"Bulletin of The Menninger Clinic","Bull Menninger Clin","",""
"Bulletin on Narcotics","Bull Narc","",""
"Bulletin of The New York Academy Of Medicine","Bull N Y Acad Med","",""
"Bulletin on The Rheumatic Diseases","Bull Rheum Dis","",""
"Bulletin de la Societe Belge D Ophtalmologie","Bull Soc Belge Ophtalmol","",""
"Bulletin de la Societe Des Sciences Medicales Du Grand-Duche De Luxembourg","Bull Soc Sci Med Grand Duche Luxemb","",""
"Bulletin of The World Health Organization","Bull World Health Organ","",""
"Burns","Burns","",""
"CA: A Cancer Journal For Clinicians","CA Cancer J Clin","",""
"Caduceus","Caduceus","",""
"Cahiers D Anesthesiologie","Cah Anesthesiol","",""
"Cahiers de Sociologie Et De Demographie Medicales","Cah Sociol Demogr Med","",""
"Calcified Tissue International","Calcif Tissue Int","",""
"Cambridge Quarterly of Healthcare Ethics","Camb Q Healthc Ethics","",""
"Canada Communicable Disease Report","Can Commun Dis Rep","",""
"Canadian Association of Radiologists Journal","Can Assoc Radiol J","",""
"Canadian Family Physician","Can Fam Physician","",""
"Canadian Journal of Anaesthesia","Can J Anaesth","",""
"Canadian Journal of Applied Physiology","Can J Appl Physiol","",""
"Canadian Journal of Cardiology","Can J Cardiol","",""
"Canadian Journal of Experimental Psychology","Can J Exp Psychol","",""
"Canadian Journal of Gastroenterology","Can J Gastroenterol","",""
"Canadian Journal of Microbiology","Can J Microbiol","",""
"Canadian Journal of Neurological Sciences","Can J Neurol Sci","",""
"Canadian Journal of Oncology","Can J Oncol","",""
"Canadian Journal of Ophthalmology","Can J Ophthalmol","",""
"Canadian Journal of Physiology and Pharmacology","Can J Physiol Pharmacol","",""
"Canadian Journal of Psychiatry. Revue Canadienne de Psychiatrie","Can J Psychiatry","",""
"Canadian Journal of Public Health. Revue Canadienne de Sante Publique","Can J Public Health","",""
"Canadian Journal of Surgery","Can J Surg","",""
"Canadian Journal of Veterinary Research","Can J Vet Res","",""
"Canadian Veterinary Journal","Can Vet J","",""
"Cancer","Cancer","",""
"Cancer Biochemistry Biophysics","Cancer Biochem Biophys","",""
"Cancer Causes and Control","Cancer Causes Control","",""
"Cancer Chemotherapy and Biological Response Modifiers","Cancer Chemother Biol Response Modif","",""
"Cancer Chemotherapy and Pharmacology","Cancer Chemother Pharmacol","",""
"Cancer Detection and Prevention","Cancer Detect Prev","",""
"Cancer Epidemiology, Biomarkers and Prevention","Cancer Epidemiol Biomarkers Prev","",""
"Cancer Gene Therapy","Cancer Gene Ther","",""
"Cancer Genetics and Cytogenetics","Cancer Genet Cytogenet","",""
"Cancer Immunology, Immunotherapy","Cancer Immunol Immunother","",""
"Cancer Investigation","Cancer Invest","",""
"Cancer Journal From Scientific American","Cancer J Sci Am","",""
"Cancer Letters","Cancer Lett","",""
"Cancer and Metastasis Reviews","Cancer Metastasis Rev","",""
"Cancer Nursing","Cancer Nurs","",""
"Cancer Radiotherapie","Cancer Radiother","",""
"Cancer Research","Cancer Res","",""
"Cancer Surveys","Cancer Surv","",""
"Cancer Treatment and Research","Cancer Treat Res","",""
"Cancer Treatment Reviews","Cancer Treat Rev","",""
"Carbohydrate Research","Carbohydr Res","",""
"Carcinogenesis","Carcinogenesis","",""
"Carcinogenesis; A Comprehensive Survey","Carcinog Compr Surv","",""
"Cardiologia","Cardiologia","",""
"Cardiology","Cardiology","",""
"Cardiology Clinics","Cardiol Clin","",""
"Cardiovascular Drugs and Therapy","Cardiovasc Drugs Ther","",""
"Cardiovascular and Interventional Radiology","Cardiovasc Intervent Radiol","",""
"Cardiovascular Research","Cardiovasc Res","",""
"Cardiovascular Surgery","Cardiovasc Surg","",""
"Caries Research","Caries Res","",""
"Casopis Lekaru Ceskych","Cas Lek Cesk","",""
"Catheterization and Cardiovascular Diagnosis","Cathet Cardiovasc Diagn","",""
"Cell","Cell","",""
"Cell Adhesion and Communication","Cell Adhes Commun","",""
"Cell Biochemistry and Biophysics","Cell Biochem Biophys","",""
"Cell Biochemistry and Function","Cell Biochem Funct","",""
"Cell Biology International","Cell Biol Int","",""
"Cell Biology and Toxicology","Cell Biol Toxicol","",""
"Cell Calcium","Cell Calcium","",""
"Cell Growth and Differentiation","Cell Growth Differ","",""
"Cell Motility and The Cytoskeleton","Cell Motil Cytoskeleton","",""
"Cell Proliferation","Cell Prolif","",""
"Cell Research","Cell Res","",""
"Cell Stress and Chaperones","Cell Stress Chaperones","",""
"Cell Structure and Function","Cell Struct Funct","",""
"Cell and Tissue Research","Cell Tissue Res","",""
"Cell Transplantation","Cell Transplant","",""
"Cellular Immunology","Cell Immunol","",""
"Cellular and Molecular Life Sciences","Cell Mol Life Sci","",""
"Cellular and Molecular Neurobiology","Cell Mol Neurobiol","",""
"Cellular Signalling","Cell Signal","",""
"Central African Journal of Medicine","Cent Afr J Med","",""
"Central European Journal of Public Health","Cent Eur J Public Health","",""
"Cephalalgia","Cephalalgia","",""
"Cerebral Cortex","Cereb Cortex","",""
"Ceska A Slovenska Farmacie","Ceska Slov Farm","",""
"Ceska A Slovenska Oftalmologie","Cesk Slov Oftalmol","",""
"Ceska Gynekologie","Ceska Gynekol","",""
"Ceskoslovenska Fysiologie","Cesk Fysiol","",""
"Ceskoslovenska Patologie","Cesk Patol","",""
"Ceylon Medical Journal","Ceylon Med J","",""
"Chang Keng I Hsueh Chang Gung Medical Journal","Chang Keng I Hsueh","",""
"Chemical Immunology","Chem Immunol","",""
"Chemical and Pharmaceutical Bulletin","Chem Pharm Bull (Tokyo)","",""
"Chemical Research In Toxicology","Chem Res Toxicol","",""
"Chemical Senses","Chem Senses","",""
"Chemico-Biological Interactions","Chem Biol Interact","",""
"Chemistry and Biology","Chem Biol","",""
"Chemistry and Physics of Lipids","Chem Phys Lipids","",""
"Chemosphere","Chemosphere","",""
"Chemotherapy","Chemotherapy","",""
"Chen Tzu Yen Chiu Acupuncture Research","Chen Tzu Yen Chiu","",""
"Chest","Chest","",""
"Chest Surgery Clinics of North America","Chest Surg Clin N Am","",""
"Child Abuse and Neglect","Child Abuse Negl","",""
"Child and Adolescent Psychiatric Clinics of North America","Child Adolesc Psychiatr Clin N Am","",""
"Child: Care, Health and Development","Child Care Health Dev","",""
"Child Development","Child Dev","",""
"Child Psychiatry and Human Development","Child Psychiatry Hum Dev","",""
"Child Welfare","Child Welfare","",""
"Childs Nervous System","Childs Nerv Syst","",""
"Chinese Journal of Biotechnology","Chin J Biotechnol","",""
"Chinese Journal of Physiology","Chin J Physiol","",""
"Chinese Medical Journal","Chin Med J (Engl)","",""
"Chinese Medical Sciences Journal","Chin Med Sci J","",""
"Chirality","Chirality","",""
"Chirurg","Chirurg","",""
"Chirurgia","Chirurgia (Bucur)","",""
"Chirurgia Italiana","Chir Ital","",""
"Chirurgia Maxillofacialis Et Plastica","Chir Maxillofac Plast","",""
"Chirurgia Narzadow Ruchu I Ortopedia Polska","Chir Narzadow Ruchu Ortop Pol","",""
"Chirurgia Degli Organi di Movimento","Chir Organi Mov","",""
"Chirurgie","Chirurgie","",""
"Chromosoma","Chromosoma","",""
"Chromosome Research","Chromosome Res","",""
