"WORDS";"ABBREVIATIONS";"LANGUAGES"
"adviesbureau";"adviesbur.";"dut"
"adviescommissie";"adviescomm.";"dut"
"adviesgroep";"adviesgr.";"dut"
"advieslijst";"adviesl.";"dut"
"adviesorgaan";"n.a.";"dut"
"adviesraad";"n.a.";"dut"
"advieswijzer";"advieswijz.";"dut"
"adviezen";"n.a.";"dut"
"advis-";"advis.";"eng"
"advocaat";"n.a.";"dut"
"advocacy";"n.a.";"eng"
"advocate";"n.a.";"eng"
"advocatuur";"advocat.";"dut"
"advogado";"advog.";"por"
"advokácie";"advok.";"slo"
"advokat-";"advok.";"mul"
"advokatblad";"advokatbl.";"nor"
"advokatskikk";"n.a.";"nor"
"adyacente";"adyac.";"spa"
"Adyg-";"Adyg.";"rus"
"adyn-";"n.a.";"aze"
"aedes";"n.a.";"lat"
"aedificatio";"aedif.";"lat"
"aegean";"n.a.";"eng"
"aegyptiac-";"aegypt.";"lat"
"Aegyptus";"Aegypt.";"lat"
"ældre";"n.a.";"dan"
"aelian-";"n.a.";"lat"
"Aemtersparkasse";"n.a.";"ger"
"ændring";"ændr.";"dan"
"aequation";"aequ.";"lat"
"aequator-";"aequat.";"lat"
"aequi";"n.a.";"lat"
"aerated";"n.a.";"eng"
"aéraulique";"aéraul.";"fre"
"Aerdenhout";"n.a.";"dut"
"aereo";"n.a.";"spa"
"aerial";"aer.";"eng"
"aérien";"aér.";"roa, fre"
"aéro-club";"n.a.";"fre"
"aerobic-";"aerob.";"eng"
"aerobiolog-";"aerobiol.";"fre, eng"
"aerodesporto";"n.a.";"por"
"aèrodinam-";"aèrodin.";"rus"
"aèrodispersnyj";"aèrodispers.";"rus"
"aérodrome";"aérodr.";"fre"
"aerodynam-";"aerodyn.";"mul"
"aeroespac-";"aeroesp.";"spa"
"aèrofizič-";"aèrofiz.";"rus"
"aèrofotosemka";"aèrofotos.";"rus"
"aèrogazodinam-";"aèrogazodin.";"rus"
"aèrogeolog-";"aèrogeol.";"rus"
"aèrogidrodinami-";"aèrogidrodin.";"rus"
"aèrohimi-";"aèrohim.";"rus"
"aeroioniz-";"aeroioniz.";"eng"
"aerojet";"aeroj.";"eng"
"aèrojoniz-";"aèrojoniz.";"rus"
"aèrolog-";"aerol.";"rus, mul"
"aeromagnetic";"aeromagn.";"eng"
"aeromedica-";"aeromed.";"eng, fre"
"aèromehani-";"aèromeh.";"rus"
"aèrometod-";"aèrometod.";"rus"
"aeronauti-";"aeronaut.";"mul"
"aeronave";"n.a.";"rum"
"aeronavegación";"aeronaveg.";"spa"
"aéronef";"n.a.";"fre"
"aeronom-";"aeron.";"mul"
"aèronomi-";"aèron.";"rus"
"aerophotograph-";"aerophotogr.";"mul"
"aeroplan-";"aeropl.";"fre, eng, gre"
"aeropor-";"aeropor.";"gre"
"aéroport";"aéropt.";"fre"
"aeroport-";"aeropt.";"mul"
"aéroportuaire";"aéropt.";"fre"
"aéropost-";"aéropost.";"fre"
"aeropostal";"aeropost.";"spa"
"aeropuerto";"aeropt.";"spa"
"aerosʺemka";"n.a.";"rus"
"aérosol";"n.a.";"fre"
"Aerosolforschung";"Aerosolforsch.";"ger"
"Aerosolphysik";"Aerosolphys.";"ger"
"aerospace";"aerosp.";"eng"
"aerospatial-";"aerosp.";"fre, eng"
"aerosport";"n.a.";"dut"
"aérostation";"aérostn.";"fre"
"aerotechni-";"aerotech.";"mul"
"aerotecni-";"aerotec.";"spa, ita"
"aèrotermooptič-";"aèrotermoopt.";"rus"
"aérothermique";"aérotherm.";"fre"
"Aerothermochemi-";"Aerothermochem.";"ger, eng"
"aerothermodynami-";"aerothermodyn.";"fre, eng"
"aeroüdraul-";"aeroüdraul.";"gre"
"aerozolʹn-";"aerozol.";"rus"
"æstetik";"æstet.";"dan"
"aesthetics";"aesthet.";"eng"
"Aestuar";"n.a.";"lat"
"aetern-";"n.a.";"lat"
"aethiopici";"aethiop.";"lat"
"aetiolog-";"aetiol.";"ger"
"aetos";"n.a.";"gre"
"ættbok";"ættb.";"nor"
"ættehistorielag";"n.a.";"nor"
"ættesogelag";"n.a.";"nor"
"ættfræði";"ættfr.";"ice"
"aevum";"aev.";"lat"
"afacer-";"afac.";"rum"
"Afanasʹevsk-";"Afanasʹev.";"rus"
"áfangi";"n.a.";"ice"
"afasiologie";"afasiol.";"dut"
"afdeeling-";"afd.";"dut"
"afdeling-";"afd.";"dan, dut"
"afección";"afecc.";"spa"
"afecta-";"afect.";"spa"
"afect̡iune";"afect̡.";"rum"
"affaiblir";"affaibl.";"fre"
"affair-";"aff.";"fre, eng"
"Affalterbach";"Affalterb.";"ger"
"affamato";"affam.";"ita"
"affär";"n.a.";"swe"
"affar-";"aff.";"ita"
"affärstidning";"affärstidn.";"swe"
"affect-";"affect.";"eng"
"afférent";"affér.";"fre"
"affiche";"n.a.";"fre"
"affili-";"affil.";"fre, eng"
"affiliateship";"affiliatesh.";"eng"
"affin-";"affin.";"fre"
"affirm-";"affirm.";"fre, eng"
"affligé";"n.a.";"fre"
"affluent";"affl.";"fre"
"affordability";"affordabil.";"eng"
"affordable";"afford.";"eng"
"affranch-";"affranch.";"fre"
"affrètement";"affrèt.";"fre"
"afgang";"n.a.";"dan"
"afgangsprøve";"n.a.";"dan"
"Afganistan";"Afgan.";"nor"
"afgehand-";"afgehand.";"afr"
"afgeleid";"n.a.";"dut"
"afgesloten";"n.a.";"dut"
"afgesproken";"afgespr.";"dut"
"afghan";"n.a.";"fre"
"Afghan-";"Afghan.";"fre, dut"
"afghanaid";"n.a.";"eng"
"afghanicus";"afghan.";"lat"
"Afghanistan";"Afghan.";"fre"
"afgifter";"n.a.";"dan"
"afgørelse";"afgør.";"dan"
"afgrøder";"n.a.";"dan"
"afhængig";"n.a.";"dan"
"afhandling-";"afh.";"dan"
"aficion-";"afic.";"spa"
"afield";"n.a.";"eng"
"afili-";"afil.";"spa"
"afine";"n.a.";"spa"
"afisorama";"afisor.";"gre"
"afkom";"afk.";"dan"
"aflame";"n.a.";"eng"
"afloat";"n.a.";"eng"
"aforizem";"aforiz.";"slv"
"aformē";"n.a.";"gre"
"afprøvning";"afprøv.";"dan"
"Africa-";"Afr.";"fre, eng"
"Afrika-";"Afr.";"ger, rus"
"afrikaans";"afrik.";"afr"
"afrikanerbees";"n.a.";"afr"
"afrikanistisch";"afr.";"ger"
"afrikanoarav-";"afrikanoarav.";"gre"
"Afrikē";"Afr.";"gre"
"Afrique-";"Afr.";"fre"
"Afroasiatic";"Afroasiat.";"eng"
"afrodisiolog-";"afrodisiol.";"gre"
"Afrolusitani-";"Afrolusit.";"ger"
"afsætning";"afsæt.";"dan"
"afschrijving";"afschrijv.";"dut"
"afskaffelse";"afskaf.";"dan"
"afsluttende";"afslut.";"dan"
"afsprak-";"afspr.";"dut"
"aftal-";"n.a.";"dan"
"afterloading";"afterload.";"eng"
"aftermarket";"aftermark.";"eng"
"afternoon";"n.a.";"eng"
"aftersales";"n.a.";"eng"
"aftertreatment";"aftertreat.";"eng"
"aftos-";"aft.";"mul"
"aftrekpost";"n.a.";"dut"
"afvalbeheer";"n.a.";"dut"
"afvalproject";"afvalproj.";"dut"
"afvalstoff-";"afvalstoff.";"dut"
"afvalstoffenmaatschappij";"afvalstoffenmaatsch.";"dut"
"afvalsturing";"afvalstur.";"dut"
"afvalverwijdering";"afvalverwijd.";"dut"
"afvalwater";"afvalw.";"dut"
"afvoeren";"afvoer.";"dut"
"afwerking";"afwerk.";"dut"
"afwijkend-";"afwijk.";"dut"
"afzet";"n.a.";"dut"
"Agadir";"n.a.";"fre"
"agahdar-";"agahdar.";"tur"
"against";"n.a.";"eng"
"Agapetos";"Agap.";"gre"
"ägare";"äg.";"swe"
"Agassiz";"n.a.";"eng"
"Agathaggelos";"n.a.";"gre"
"ágazat";"ágaz.";"hun"
"agbioindustry";"agbioind.";"eng"
"Agbowo";"n.a.";"eng"
"Agderforskning";"Agderforsk.";"nor"
"ageing";"n.a.";"eng"
"Agenais";"Agen.";"fre"
"agence-";"agence.";"fre"
"agencia";"n.a.";"spa"
"agencija";"n.a.";"slv"
"Agencja";"n.a.";"pol"
"agency";"n.a.";"eng"
"agenda";"n.a.";"eng"
"agent";"n.a.";"eng, fre"
"agente";"n.a.";"spa"
"agent̡ie";"n.a.";"rum"
"Agentur";"Agent.";"ger"
"agentūr-";"agent.";"lit"
"agentúra";"agent.";"slo, cze"
"agentuur";"agent.";"est"
"agenzia";"n.a.";"ita"
"aġenzija";"n.a.";"mlt"
"Agerskov";"n.a.";"dan"
"agévole";"n.a.";"ita"
"ageway-";"n.a.";"eng"
"aggeioheirourg-";"aggeioheir.";"gre"
"aggeli-";"n.a.";"gre"
"aggeliaforos";"aggeliafor.";"gre"
"aggeliofor-";"aggeliofor.";"gre"
"aggia";"n.a.";"gre"
"aggiornamént-";"aggiorn.";"ita"
"aggiung-";"aggiung.";"ita"
"agglikanikē";"aggl.";"gre"
"aggloellīnik-";"aggloell.";"gre"
"agglomeráció";"agglom.";"hun"
"agglomerat-";"agglom.";"fre, eng"
"aggregate";"aggreg.";"eng"
"aggregation";"aggreg.";"eng"
"aggressi-";"aggress.";"eng"
"Aghadoe";"n.a.";"eng"
"agiato";"n.a.";"ita"
"agil-";"agil.";"mul"
"Agincourt";"n.a.";"eng"
"aging";"n.a.";"eng"
"agiograf-";"agiogr.";"gre"
"agioreitik-";"agioreit.";"gre"
"agios";"ag.";"gre"
"Agiotheod-";"Agiotheod.";"gre"
"agit-";"agit.";"fre"
"agkalia";"agkal.";"gre"
"agkura";"n.a.";"gre"
"aglomerac-";"aglom.";"rus"
"aglow";"n.a.";"eng"
"aġnagoba";"aġnag.";"geo"
"agnosia";"n.a.";"eng"
"agnōsto";"n.a.";"gre"
"âgodnyj";"âgod.";"rus"
"agōgē";"ag.";"gre"
"agolog-";"agol.";"dut"
"agōn-";"agōn.";"gre"
"agōnod-";"agōnod.";"gre"
"agopuntur-";"agopunt.";"ita"
"agora";"n.a.";"pol"
"agoranom-";"agoranom.";"gre"
"agoras-";"agor.";"gre"
"ägoslag";"n.a.";"swe"
"agosto";"n.a.";"spa"
"agraciado";"n.a.";"spa"
"agraf-";"n.a.";"fre"
"agraire";"n.a.";"fre"
"agralia";"agral.";"lat"
"agramer";"agram.";"hrv"
"agrameteorologisch-";"agrameteorol.";"ger"
"agrár-";"agrar.";"por, lit"
"Agrarbereich";"n.a.";"ger"
"Agrarbericht";"Agrarber.";"ger"
"agrarbiolog-";"agrarbiol.";"ger"
"Agrarentwicklung";"Agrarentwickl.";"ger"
"agrárfejlődés";"agrárfejl.";"hun"
"Agrarfrage";"Agrarfr.";"ger"
"Agrargeographie";"Agrargeogr.";"ger"
"Agrargeschichte-";"Agrargesch.";"ger"
"Agrarhandel";"Agrarhand.";"ger"
"Agrarhilfe";"n.a.";"ger"
"agrari-";"agrar.";"fre, eng"
"Agrarjournalist";"Agrarjournal.";"ger"
"agrárközgazdaság";"agrárközgazd.";"hun"
"Agrarmarkt";"n.a.";"ger"
"agrarmeteorologisč-";"agrarmeteorol.";"rus"
"agrarn-";"agrar.";"rus"
"agrarökonom-";"agrarökon.";"ger"
"Agrarpolitik";"Agrarpolit.";"ger"
"Agrarpreis";"Agrarpr.";"ger"
"agrarsozial";"agrarsoz.";"ger"
"Agrarsoziologie";"Agrarsoziol.";"ger"
"Agrarstruktur";"Agrarstrukt.";"ger"
"agrartechni-";"agrartech.";"ger"
"agrártörténet";"agrártört.";"hun"
"agrártudomány";"agrártud.";"hun"
"Agrarwirtschaft-";"Agrarwirtsch.";"ger"
"Agrarwissenschaft";"Agrarwiss.";"ger"
"agredido";"n.a.";"spa"
"agreement";"agreem.";"eng"
"agréer";"n.a.";"fre"
"agrég-";"agrég.";"fre"
"agrément";"agrém.";"fre"
"agremia-";"agrem.";"spa"
"agresión";"agres.";"spa"
"agressolog-";"agressol.";"mul"
"agribiolog-";"agribiol.";"eng"
"agribisnis";"n.a.";"ind"
"Agribusiness";"Agribus.";"ger"
"agric'xva";"agric'.";"geo"
"agrichemical";"agrichem.";"eng"
"agrícol-";"agric.";"por, eng, fre"
"agricult-";"agric.";"fre, eng"
"agrícultur-";"agríc.";"por"
"agriensis";"n.a.";"lat"
"Agrigénto";"n.a.";"ita"
"agrikultor-";"agrik.";"ger, rus"
"Agrikultur";"Agrik.";"ger"
"agrikulʹtur-";"agrik.";"rus"
"agrimens-";"agrimens.";"spa"
"Agriniōt";"Agrin.";"gre"
"agrisport";"n.a.";"ita"
"agriturismo";"agritur.";"ita"
"agroaliment-";"agroaliment.";"fre"
"agrobiolog-";"agrobiol.";"mul"
"agrobiznes";"agrobiz.";"pol"
"agrobotan-";"agrobot.";"mul"
"agrochemi-";"agrochem.";"ger, eng"
"agrochimi-";"agrochim.";"ita, roa, fre"
"Agrociencias";"Agrocienc.";"spa"
"agroclimatolog-";"agroclimatol.";"spa"
"agroecol-";"agroecol.";"eng"
"agroeconóm-";"agroecon.";"spa"
"agroedafolog-";"agroedafol.";"spa"
"agroekosystem-";"agroekosyst.";"pol"
"agroestadístico";"agroestad.";"spa"
"agrofitotehni-";"agrofitoteh.";"rus"
"agrofizični";"agrofiz.";"bul"
"agrofizyk-";"agrofiz.";"pol"
"agroflorestal";"agroflorest.";"por"
"agroforestal";"agrofor.";"spa"
"agroforestry";"agrofor.";"eng"
"agrofyl-";"agrofyl.";"gre"
"agrogeolog-";"agrogeol.";"mul"
"agrogruntoznavst-";"agrogruntozn.";"ukr"
"agrohimi-";"agrohim.";"rus"
"agroindustria";"agroind.";"spa, por"
"agrokemi-";"agrokem.";"dan, nor, swe"
"agrokémia";"agrokém.";"hun"
"agroklimat";"agroklim.";"ind"
"agrokombinát";"agrokomb.";"cze"
"agrokompas";"n.a.";"bul"
"agrolesomeliora-";"agrolesomelior.";"rus"
"agrolog-";"agrol.";"mul"
"agromeliora-";"agromelior.";"mul"
"agrometeorolog-";"agrometeorol.";"ita, spa"
"agrometeorológia";"agrometeorol.";"hun"
"agronom-";"agron.";"mul"
"agroobrt-";"agroobrt.";"hrv"
"agropanorama";"agropanor.";"pol"
"agropecuari-";"agropecu.";"spa, ita"
"agropočven-";"agropočv.";"rus"
"agropočvoveden-";"agropočvoved.";"rus"
"agroproizvodstv-";"agroproizvod.";"rus"
"agropromyšlen-";"agroprom.";"rus"
"agroquimi-";"agroquim.";"roa"
"agrosocial";"agrosoc.";"spa"
"Agrotechni-";"Agrotech.";"mul"
"agrotecni-";"agrotec.";"spa, ita"
"agrotehni-";"agroteh.";"roa"
"agrotikos";"agr.";"gre"
"agroturís-";"agrotur.";"spa"
"agroveterinaria";"agrovet.";"por"
"agrumari-";"agrum.";"ita"
"agrume";"n.a.";"fre"
"agrumicoltur-";"agrumic.";"ita"
"agrumicultur-";"agrumic.";"roa"
"agrupa-";"agrup.";"spa"
"Aguascalientes";"n.a.";"spa"
"agudo";"n.a.";"spa"
"Aguélimus-";"Aguélimus.";"swe"
"agung";"n.a.";"ind"
"agustinian-";"agust.";"spa"
"agygyakorlat";"agygyak.";"hun"
"Ägypten";"Ägypt.";"ger"
"ägyptisch";"ägypt.";"ger"
"Ägyptologie";"Ägyptol.";"ger"
"aġzrda";"aġz.";"geo"
"Ahaïa";"n.a.";"gre"
"Ahaïk-";"n.a.";"gre"
"Aharnaïk-";"Aharn.";"gre"
"Ahaus";"n.a.";"ger"
"ahbori";"ahb.";
"ahborotnoma";"ahb.";"uzb"
"ahead";"n.a.";"eng"
"Ahelōos";"Ahel.";"gre"
"Ahlen-";"Ahlen.";"ger"
"Ahmadu";"n.a.";"mul"
"Ahnenliste";"n.a.";"ger"
"ähnlich-";"ähnl.";"ger"
"ahora";"n.a.";"spa"
"ahorr-";"ahorr.";"spa"
"Ahuizote";"n.a.";"spa"
"aiapidaja";"aiapid.";"est"
"aided";"n.a.";"eng"
"aidinkieli";"aidink.";"fin"
"Aigai-";"n.a.";"gre"
"Aigaiopelag-";"Aigaiopelag.";"gre"
"āigastrontoz";"n.a.";"lav"
"Aiginiōt-";"Aigin.";"gre"
"aiguiser";"n.a.";"fre"
"Aigypt-";"Aigypt.";"gre"
"Aigyptiolog-";"Aigyptiol.";"gre"
"aikakausi";"aikak.";"fin"
"aïkido";"n.a.";"mul"
"aikoville";"n.a.";"fin"
"aikuinen";"aik.";"fin"
"ailleurs";"n.a.";"fre"
"ailment";"ailm.";"eng"
"aimat-";"aim.";"gre"
"aiming";"n.a.";"eng"
"aimodos-";"aimodos.";"gre"
"ainede-";"n.a.";"fin"
"aineenopettaja";"aineenopett.";"fin"
"aineryhmä-";"n.a.";"fin"
"aiolik-";"aiol.";"gre"
"aiōn-";"aiōn.";"gre"
"air-cushion";"n.a.";"eng"
"airborne";"n.a.";"eng"
"airbrush";"airbr.";"eng"
"aircraft";"aircr.";"eng"
"airforce";"airf.";"eng"
"airfreight";"airfr.";"eng"
"airgun";"n.a.";"eng"
"airlangga";"n.a.";"ind"
"airline";"airl.";"eng"
"airman";"n.a.";"eng"
"airmiss";"n.a.";"eng"
"airplane";"airpl.";"eng"
"airport";"airpt.";"eng"
"airship";"airsh.";"eng"
"airspace";"airsp.";"eng"
"airut";"n.a.";"fin"
"airway";"airw.";"eng"
"airworthiness";"airworth.";"eng"
"aisla-";"aisl.";"spa"
"aisthētik-";"aisthēt.";"gre"
"aither-";"aither.";"gre"
"Aitōl-";"Aitōl.";"gre"
"aitōloakarnan-";"aitōloakarn.";"gre"
"aitta";"n.a.";"fin"
"aiuto";"n.a.";"ita"
"Aix-en-Provence";"n.a.";"fre"
"aixois";"n.a.";"fre"
"aizsardz-";"aizsardz.";"lav"
"ajakiri";"ajak.";"est"
"ajakirjandus";"ajakirjand.";"est"
"ajaloo";"ajal.";"est"
"ajandus";"ajand.";"est"
"ajankohtai-";"ajankoht.";"fin"
"ajánl-";"aj.";"hun"
"ajantieto";"n.a.";"fin"
"ajattelija";"ajatt.";"fin"
"ajatus";"n.a.";"fin"
"ajedre-";"ajedr.";"spa"
"ajisme";"n.a.";"fre"
"ajoneuvonosturi";"ajoneuvonost.";"fin"
"ajuar";"n.a.";"spa"
"ajuntament";"ajunt.";"spa"
"ajuste";"n.a.";"spa"
"ajustement";"ajust.";"fre"
"akadeem-";"akad.";"est"
"Akadem-";"akad.";"ger, rus, lav"
"akadémia";"akad.";"hun"
"akadīm-";"akad.";"gre"
"Akarnan-";"Akarn.";"gre"
"akarolog-";"akarol.";"rus"
"akata";"n.a.";"gre"
"akatemi-";"akat.";"fin"
"akauntan";"akaunt.";"may"
"akcin-";"akc.";"lit"
"akciový";"n.a.";"cze"
"Akdeniz";"n.a.";"tur"
"åkerbruk";"åkerbr.";"swe"
"akerhielmsk";"n.a.";"swe"
"Akershus";"n.a.";"nor"
"akinēta";"akin.";"gre"
"akiračiai";"n.a.";"lit"
"akistata";"akist.";"lit"
"akkerbouw";"akkerb.";"dut"
"akklimat-";"akklim.";"ger"
"akkoord";"n.a.";"dut"
"akkreditál";"akkredit.";"hun"
"akkrediter-";"akkr.";"dan"
"åklagare";"åklag.";"swe"
"aklimat-";"aklim.";"rus"
"Akobitika";"Akob.";"gre"
"akoestich";"akoest.";"dut"
"akoolog-";"akool.";"gre"
"akosť";"n.a.";"slo"
"Akquis-";"Akquis.";"ger"
"akrib-";"akrib.";"ger"
"Akritōn";"n.a.";"gre"
"akrobat-";"akrob.";"hun"
"Akropolē";"n.a.";"gre"
"aksent-";"n.a.";"dut"
"aksje";"n.a.";"nor"
"aksjebank";"n.a.";"nor"
"aksjemarkedsutvalg";"aksjemarkedsutv.";"nor"
"Aktie";"n.a.";"ger"
"aktieähnlich-";"aktieähnl.";"ger"
"aktiebank";"n.a.";"swe"
"aktiebolag-";"ab.";"nor, swe"
"aktief";"akt.";"dut"
"aktiekrant";"aktiekr.";"dut"
"aktienähnlich-";"aktienähnl.";"ger"
"Aktienanalyse";"Aktienanal.";"ger"
"Aktienführer";"Aktienführ.";"ger"
"Aktiengesellschaft";"AG.";"ger"
"Aktiengesetz";"n.a.";"ger"
"aktiesparar-";"aktiespar.";"swe"
"aktinologia";"aktinol.";"gre"
"aktinometr-";"aktinom.";"rus, ger"
"aktinotherap-";"aktinother.";"gre"
"Aktion";"n.a.";"ger"
"Aktionsgemeinschaft";"Aktionsgem.";"ger"
"Aktionsgruppe";"Aktionsgr.";"ger"
"aktiv-";"akt.";"mac, ger"
"aktov-";"akt.";"rus"
"aktstycke";"n.a.";"swe"
"aktuaal-";"aktuaal.";"est"
"aktuál";"n.a.";"slo"
"aktual-";"aktual.";"mul"
"aktuālas";"aktuāl.";"lav"
"aktuarietidskrift-";"aktuarietidskr.";"swe"
"Aktuarverein";"Aktuarver.";"ger"
"aktûbinsk-";"aktûb.";"rus"
"aktueel";"n.a.";"dut"
"aktuel-";"n.a.";"nor"
"aktyv-";"akt.";"lit"
"aktywista";"akt.";"pol"
"akuntansi";"akunt.";"ind"
"akupunkt-";"akupunkt.";"pol, hun, ger"
"Akure";"n.a.";"eng"
"akušer-";"akuš.";"rus"
"akusti-";"akust.";"rus, ger"
"akustoelektroni-";"akustoelektron.";"ger"
"akustooptič";"akustoopt.";"rus"
"akusty-";"akust.";"pol"
"akusztika";"akuszt.";"hun"
"akutan";"akut.";"mul"
"âkutsk-";"âkut.";"rus"
"akvakulʹtur-";"akvakulʹt.";"rus"
"akvarium";"akvár.";"swe, dan, cze"
"akvatisk-";"akvat.";"nor"
"Akzente";"n.a.";"ger"
"Akzeptanz";"Akzept.";"ger"
"akzeptieren";"akzept.";"ger"
"Akzession";"Akzess.";"ger"
"Alabama-";"Ala.";"eng"
"Alacan";"n.a.";"fre"
"Alacant";"n.a.";"cat"
"Alagoas";"n.a.";"por"
"alakulás";"alak.";"hun"
"alámbr-";"alámbr.";"spa"
"Aland";"n.a.";"swe"
"Alanvale";"n.a.";"eng"
"alap";"n.a.";"hun"
"alarm-";"alarm.";"rum"
"alaseid";"n.a.";"est"
"Alaska";"Alsk.";"mul"
"alasta";"n.a.";"fin"
"Alatsat-";"n.a.";"gre"
"Alava";"n.a.";"spa"
"alavés";"alav.";"spa"
"Albacete";"n.a.";"spa"
"albacetense";"albacet.";"spa"
"albacore";"n.a.";"eng"
"albahaca";"n.a.";"spa"
"albaicín";"n.a.";"spa"
"albanais";"alban.";"fre"
"albanez-";"alban.";"rum"
"Albania";"n.a.";"eng"
"albanicum";"alban.";"lat"
"Albanie";"n.a.";"fre"
"Albanien";"Alban.";"ger"
"albanisch";"alban.";"ger"
"albanoell-";"albanoell.";"gre"
"albanolog-";"albanol.";"alb"
"albansk-";"n.a.";"swe"
"Albany";"n.a.";"eng"
"albatros";"n.a.";"mul"
"albedo";"n.a.";"mul"
"alberg-";"n.a.";"ita"
"alberghier-";"albergh.";"ita"
"Albert";"n.a.";"mul"
"Alberta";"Alta.";"eng"
"albertain";"n.a.";"eng"
"albertan";"alta.";"eng"
"Albertina";"n.a.";"lat"
"Albertslund";"n.a.";"dan"
"albino";"n.a.";"eng"
"Albion";"n.a.";"eng"
"albistar-";"albist.";"baq"
"albizottság";"albiz.";"hun"
"Alblasserwaard";"n.a.";"dut"
"Albstadt";"Albst.";"ger"
"Albufera";"n.a.";"spa"
"album";"n.a.";"fre, tur"
"Albuquerque";"Albuq.";"eng"
"Albury-Wodonga";"n.a.";"eng"
"alçada";"alç.";"por"
"Alcalá de Henares";"Alcalá Hen.";"spa"
"alcaldía";"n.a.";"spa"
"alcaloïde";"n.a.";"fre"
"alcance";"n.a.";"spa"
"Alcanena";"n.a.";"por"
"alcázar";"n.a.";"spa"
"alchemist-";"alchem.";"eng"
"alchemy";"n.a.";"eng"
"alchimie";"alchim.";"fre"
"alchimist-";"alchim.";"fre"
"alcista";"n.a.";"spa"
"Alcobendas";"n.a.";"spa"
"alcohofilia";"alcohofil.";"spa"
"alcohol";"n.a.";"eng"
"alcoholfabriek";"alcoholfabr.";"dut"
"alcoholhoudend";"alcoholhoud.";"dut"
"alcoholi-";"alcohol.";"eng"
"alcoholvrij-";"n.a.";"dut"
"Alcoi";"n.a.";"spa"
"alcooli-";"alcool.";"roa"
"alcôve";"n.a.";"fre"
"Alcover-";"Alcover.";"mul"
"Alcuin";"n.a.";"mul"
"aldea";"n.a.";"spa"
"Aldeboarn";"n.a.";"dut"
"Aldenhoven-";"Aldenh.";"ger"
"alder";"n.a.";"nor"
"aldersdemens";"n.a.";"nor"
"Aldingen-";"Alding.";"ger"
"aldizkari";"aldizka.";"baq"
"aldring";"n.a.";"nor"
"Alebitsa";"n.a.";"gre"
"alegación";"alegac.";"spa"
"alegre";"n.a.";"spa"
"alegría";"n.a.";"spa"
"aleman-";"alem.";"spa"
"Alemanha";"Alem.";"por"
"alemannisch-";"alemann.";"ger"
"alemâo";"alem.";"por"
"alembic";"n.a.";"eng"
"alentejano";"alentej.";"por"
"alentours";"n.a.";"fre"
"alep";"n.a.";"eng"
"Alèppo";"n.a.";"ita"
"alergia";"alerg.";"spa"
"alérgico";"alérg.";"spa"
"alergolog-";"alergol.";"rum, spa"
"alert";"n.a.";"eng"
"alerta";"n.a.";"spa"
"alerte-";"n.a.";"fre"
"Alésia";"n.a.";"fre"
"alésien";"alés.";"fre"
"Alessandria";"n.a.";"ita"
"Ålesund";"n.a.";"nor"
"alēth-";"alēth.";"gre"
"Alexandra";"n.a.";"eng"
"Alexandria";"Alex.";"mul"
"Alexandrie";"Alex.";"fre"
"Alexandros";"n.a.";"gre"
"Alexandroupol-";"Alexandroup.";"gre"
"Alexianer";"Alexian.";"ger"
"alfabet-";"alf.";"dut, dan"
"alfadi";"n.a.";"gre"
"alfalfa";"n.a.";"mul"
"Alfândegas";"n.a.";"por"
"alfarrabista";"alfarrab.";"por"
"Alfdorf";"Alfd.";"ger"
"alfena";"n.a.";"por"
"alfièr-";"n.a.";"ita"
"Alföld";"n.a.";"hun"
"alforja";"n.a.";"spa"
"algarabía";"algarab.";"spa"
"Algarve";"n.a.";"eng"
"álgebr-";"algebr.";"spa, fre, mul"
"Algebra";"n.a.";"ger"
"Algeciras";"n.a.";"eng"
"algemeen-";"alg.";"dut"
"algemen-";"alg.";"dut"
"algéri-";"algér.";"fre"
"Algesheim-";"Algesh.";"ger"
"Algesie";"Alges.";"ger"
"algodão";"algod.";"por"
"algodon-";"algodon.";"spa"
"alʹgolog-";"algol.";"rus, mul"
"Algoma";"n.a.";"eng"
"Algonquian";"Algonq.";"eng"
"Algonquin";"Algonq.";"eng"
"algõpetus";"algõpet.";"est"
"algorithm";"n.a.";"eng"
"algoritm-";"algoritm.";"mul"
"algue";"n.a.";"fre"
"algun-";"n.a.";"spa"
"Alheim-";"Alh.";"ger"
"aliaj";"n.a.";"rum"
"aliant̡-";"n.a.";"rum"
"alianza";"n.a.";"spa"
"alicant-";"alicant.";"spa"
"Alicante";"n.a.";"spa"
"alicyclic";"n.a.";"eng"
"alieia";"n.a.";"gre"
"alienado";"alien.";"spa"
"aliénation";"alién.";"fre"
"alienazióne";"alien.";"ita"
"aliéniste";"alién.";"fre"
"alieutikos";"alieut.";"gre"
"alikulkupaikat";"alikulkupaik.";"fin"
"aliment-";"aliment.";"mul"
"alimony";"n.a.";"eng"
"aliphatic";"n.a.";"eng"
"Alipore";"n.a.";"eng"
"alist-";"alist.";"spa"
"alive";"n.a.";"eng"
"alkali";"n.a.";"dan"
"alkaline";"n.a.";"eng"
"alkalmaz-";"alk.";"hun"
"alkalmazásfejleszt-";"alkfejleszt.";"hun"
"alkalmazástechnika";"alktech.";"hun"
"alkalmazkod-";"alkalmazk.";"hun"
"alkalmazott";"alkalm.";"hun"
"alkaloid";"n.a.";"ger, rus"
"alkatrész";"n.a.";"hun"
"alkilaromati-";"alkilaromat.";"rus"
